연번,시도,시군구,업태,주메뉴,업소명,주소,최초 지정일자
903,강원특별자치도,고성군,한식,"황제소갈비, 육장갈비, 돼지왕갈비",육장갈비 고성점,강원특별자치도 고성군 간성읍 간성로 17,2021-11-16
904,강원특별자치도,고성군,식육(숯불구이),육류,신마포갈매기고성점,강원특별자치도 고성군 간성읍 간성로 27,2020-10-20
905,강원특별자치도,고성군,한식,막국수,진부령막국수,강원특별자치도 고성군 간성읍 진부령로 2652,2015-12-11
906,강원특별자치도,고성군,한식,막국수,박가네 메밀막국수,강원특별자치도 고성군 현내면 금강산로 51,2015-12-11
907,강원특별자치도,고성군,경양식,"물회파스타,홍게로제파스타,마늘돈가스 등",바다정원 신관,강원특별자치도 고성군 토성면 버리깨길 23,2016-12-15
908,강원특별자치도,고성군,한식,막국수,건봉막국수,강원특별자치도 고성군 간성읍 건봉사로 378,2021-11-16
909,강원특별자치도,고성군,한식,"소머리국밥,전복만두국,소머리수육샤브샤브",우두촌 소머리국밥,강원특별자치도 고성군 간성읍 간성북로7번길 45,2017-11-29
910,강원특별자치도,고성군,식육(숯불구이),"숯불구이,생삼겹",예촌숯불갈비,강원특별자치도 고성군 간성읍 수성로 55-6,2017-11-29
911,강원특별자치도,고성군,횟집,"생선회, 매운탕",무진장횟집,강원특별자치도 고성군 거진읍 거진항1길 49-1,2019-11-08
912,강원특별자치도,고성군,한식,육류,청우,강원특별자치도 고성군 간성읍 남천마루3길 2-5,2020-10-20
913,강원특별자치도,고성군,한식,대게찜,봉포대게찜 게 섯거라,"강원특별자치도 고성군 토성면 광포길 58, 게섯거라",2021-11-16
914,강원특별자치도,고성군,기타,"브런치메뉴, 음료류",고성카페 소울브릿지,"강원특별자치도 고성군 토성면 천진해변길 33, 소울브릿지",2022-11-04
915,강원특별자치도,고성군,한식,해산물,고식당,"강원특별자치도 고성군 토성면 교암길 80, 2층",2021-11-16
916,강원특별자치도,고성군,한식,육개장,대대리육개장,강원특별자치도 고성군 거진읍 진부령로 2866,2022-11-04
917,강원특별자치도,고성군,식육(숯불구이),숯불고기,김가네고기집,강원특별자치도 고성군 간성읍 수성안길 48,2022-11-04
918,강원특별자치도,고성군,횟집,"물회, 회덮밥 등",금강산도식후경,강원특별자치도 고성군 죽왕면 공현진해변길 95,2022-11-04
919,강원특별자치도,양양군,한식,추어탕,가마솥추어탕,강원도 양양군 양양읍 미륵길 16,2018-11-01
920,강원특별자치도,양양군,한식,돼지갈비,녹원갈비,강원도 양양군 양양읍 거마천로 60,2018-11-01
921,강원특별자치도,양양군,한식,메밀막국수,다락막국수,강원도 양양군 현남면 인구중앙길 95,2020-11-01
922,강원특별자치도,양양군,한식,"냉면, 메밀국수",단양면옥,강원도 양양군 양양읍 남문6길 3,2001-06-30
923,강원특별자치도,양양군,한식,나물한정식,달래촌,강원도 양양군 양양읍 현남면 화상천로 634,2018-11-01
924,강원특별자치도,양양군,한식,"회덮밥,물회",동쪽바다 세꼬시,강원도 양양군 손양면 문화마을길 3-4,2017-11-01
925,강원특별자치도,양양군,한식,"메밀국수,수육",동해막국수,강원도 양양군 현남면 동해대로 54,2018-11-01
926,강원특별자치도,양양군,한식,막국수,동해막국수 분점,강원도 양양군 양양읍 포월윗말길 2,2004-07-01
927,강원특별자치도,양양군,한식,등심구이,등불,강원도 양양군 양양읍 포월나들길 23,2003-07-01
928,강원특별자치도,양양군,한식,"한,중,일,양식",레스토랑 파인,강원도 양양군 현남면 개매길 260,2020-11-01
929,강원특별자치도,양양군,한식,"삼겹살, 오리구이",명선네참맛골,강원도 양양군 양양읍 관아길 4-1,2009-07-01
930,강원특별자치도,양양군,한식,메밀국수,범바우막국수,강원도 양양군 강현면 동해대로 3277-22,2009-07-01
931,강원특별자치도,양양군,한식,메밀국수,삼교리 동치미 막국수,강원도 양양군 손양면 재뫼길 20,2018-11-01
932,강원특별자치도,양양군,한식,메밀국수,상운메밀촌,강원도 양양군 손양면 상운길 44-33,2010-07-01
933,강원특별자치도,양양군,한식,"송이불고기,특수부위",송림식당,강원도 양양군 양양읍 양양로 78-5,2017-11-01
934,강원특별자치도,양양군,한식,"자연송이 해물덮밥, 곤드레밥",송이,강원도 양양군 손양면 선사유적로 678,2016-12-01
935,강원특별자치도,양양군,한식,"송이돌솥정식, 송이전골",송이골,강원도 양양군 손양면 동멸로 4,2022-11-01
936,강원특별자치도,양양군,한식,버섯전골,송이버섯마을,강원도 양양군 양양읍 남대천로 55-20,2001-06-30
937,강원특별자치도,양양군,한식,메밀국수,송전메밀국수,강원도 양양군 손양면 송평길 4-23,2011-11-01
938,강원특별자치도,양양군,한식,한우모듬구이,양양한우마을,강원도 양양군 양양읍 일추로 500,2004-07-01
939,강원특별자치도,양양군,한식,"육개장, 칼국수",육반장,강원도 양양군 양양읍 남문로 20,2018-11-01
940,강원특별자치도,양양군,한식,돼지갈비,이태원왕갈비,"강원도 양양군 강현면 일출로 15-1, 1층",2022-11-01
941,강원특별자치도,양양군,한식,"메밀국수, 수육",입암메밀타운,강원도 양양군 현남면 화상천로 155,2001-06-30
942,강원특별자치도,양양군,한식,"산채정식, 산채비빔밥",주전골산채마을,강원도 양양군 양양읍 양양로 33,2008-07-01
943,강원특별자치도,양양군,한식,등심구이,코뚜레 돈우 어때,강원도 양양군 손양면 동명로 15,2018-11-01
944,강원특별자치도,양양군,한식,한우(모듬),한우랑송이랑,강원도 양양군 양양읍 거마천로 59-5,2016-12-01
945,강원특별자치도,양양군,한식,"냉면, 메밀국수",함경면옥,강원도 양양군 양양읍 남문2길 7,2001-06-30
946,강원특별자치도,양양군,한식,"생선회, 매운탕",해녀횟집,강원도 양양군 현남면 매바위길 163,2009-07-01
947,강원특별자치도,양양군,한식,양념되지갈비구이,홍영애숯불갈비,강원도 양양군 강현면 동해대로 3563,2018-11-01
948,강원특별자치도,양양군,한식,"생선회, 물회",흥미횟집,강원도 양양군 손양면 수산 1길 47,2018-11-01
949,강원특별자치도,양양군,한식,섭국,해촌,강원특별자치도 양양군 손양면 동명로 81,2023-12-22
950,강원특별자치도,양양군,한식,"한,중,일,양식",산타크루즈,강원특별자치도 양양군 현남면 인구중앙길 10,2023-12-22
951,강원특별자치도,양양군,한식,"막국수, 냉면",자연면옥,강원특별자치도 양양군 손양면 선사유적로 207,2023-12-22
952,강원특별자치도,양양군,한식,돼지고기,양양하다,강원특별자치도 양양군 현남면 인구중앙길 32-16,2023-12-22
953,강원특별자치도,고성군,기타,"브런치메뉴, 음료류",고성카페 소울브릿지,"강원특별자치도 고성군 토성면 천진해변길 33, 소울브릿지",2022-11-04
954,강원특별자치도,고성군,한식,해산물,고식당,"강원특별자치도 고성군 토성면 교암길 80, 2층",2021-11-16
955,강원특별자치도,고성군,한식,육개장,대대리육개장,강원특별자치도 고성군 거진읍 진부령로 2866,2022-11-04
956,강원특별자치도,고성군,식육(숯불구이),숯불고기,김가네고기집,강원특별자치도 고성군 간성읍 수성안길 48,2022-11-04
957,강원특별자치도,고성군,횟집,"물회, 회덮밥 등",금강산도식후경,강원특별자치도 고성군 죽왕면 공현진해변길 95,2022-11-04
958,강원특별자치도,양양군,한식,추어탕,가마솥추어탕,강원도 양양군 양양읍 미륵길 16,2018-11-01
959,강원특별자치도,양양군,한식,돼지갈비,녹원갈비,강원도 양양군 양양읍 거마천로 60,2018-11-01
960,강원특별자치도,양양군,한식,메밀막국수,다락막국수,강원도 양양군 현남면 인구중앙길 95,2020-11-01
961,강원특별자치도,양양군,한식,"냉면, 메밀국수",단양면옥,강원도 양양군 양양읍 남문6길 3,2001-06-30
962,강원특별자치도,양양군,한식,나물한정식,달래촌,강원도 양양군 양양읍 현남면 화상천로 634,2018-11-01
963,강원특별자치도,양양군,한식,"삼겹살,소갈비살",동거동락,강원도 양양군 양양읍 남문9길 18,2008-07-01
964,강원특별자치도,양양군,한식,"회덮밥,물회",동쪽바다 세꼬시,강원도 양양군 손양면 문화마을길 3-4,2017-11-01
965,강원특별자치도,양양군,한식,"메밀국수,수육",동해막국수,강원도 양양군 현남면 동해대로 54,2018-11-01
966,강원특별자치도,양양군,한식,막국수,동해막국수 분점,강원도 양양군 양양읍 포월윗말길 2,2004-07-01
967,강원특별자치도,양양군,한식,등심구이,등불,강원도 양양군 양양읍 포월나들길 23,2003-07-01
968,강원특별자치도,양양군,한식,"한,중,일,양식",레스토랑 파인,강원도 양양군 현남면 개매길 260,2020-11-01
969,강원특별자치도,양양군,한식,"삼겹살, 오리구이",명선네참맛골,강원도 양양군 양양읍 관아길 4-1,2009-07-01
970,강원특별자치도,양양군,한식,메밀국수,범바우막국수,강원도 양양군 강현면 동해대로 3277-22,2009-07-01
971,강원특별자치도,양양군,한식,메밀국수,삼교리 동치미 막국수,강원도 양양군 손양면 재뫼길 20,2018-11-01
972,강원특별자치도,양양군,한식,메밀국수,상운메밀촌,강원도 양양군 손양면 상운길 44-33,2010-07-01
973,강원특별자치도,양양군,한식,"송이불고기,특수부위",송림식당,강원도 양양군 양양읍 양양로 78-5,2017-11-01
974,강원특별자치도,양양군,한식,"자연송이 해물덮밥, 곤드레밥",송이,강원도 양양군 손양면 선사유적로 678,2016-12-01
975,강원특별자치도,양양군,한식,"송이돌솥정식, 송이전골",송이골,강원도 양양군 손양면 동멸로 4,2022-11-01
976,강원특별자치도,양양군,한식,버섯전골,송이버섯마을,강원도 양양군 양양읍 남대천로 55-20,2001-06-30
977,강원특별자치도,양양군,한식,메밀국수,송전메밀국수,강원도 양양군 손양면 송평길 4-23,2011-11-01
978,강원특별자치도,양양군,한식,한우모듬구이,양양한우마을,강원도 양양군 양양읍 일추로 500,2004-07-01
979,강원특별자치도,양양군,한식,"육개장, 칼국수",육반장,강원도 양양군 양양읍 남문로 20,2018-11-01
980,강원특별자치도,양양군,한식,돼지갈비,이태원왕갈비,"강원도 양양군 강현면 일출로 15-1, 1층",2022-11-01
981,강원특별자치도,양양군,한식,"메밀국수, 수육",입암메밀타운,강원도 양양군 현남면 화상천로 155,2001-06-30
982,강원특별자치도,양양군,한식,"산채정식, 산채비빔밥",주전골산채마을,강원도 양양군 양양읍 양양로 33,2008-07-01
983,강원특별자치도,양양군,한식,등심구이,코뚜레 돈우 어때,강원도 양양군 손양면 동명로 15,2018-11-01
984,강원특별자치도,양양군,한식,한우(모듬),한우랑송이랑,강원도 양양군 양양읍 거마천로 59-5,2016-12-01
985,강원특별자치도,양양군,한식,"냉면, 메밀국수",함경면옥,강원도 양양군 양양읍 남문2길 7,2001-06-30
986,강원특별자치도,양양군,한식,"생선회, 매운탕",해녀횟집,강원도 양양군 현남면 매바위길 163,2009-07-01
987,강원특별자치도,양양군,한식,양념되지갈비구이,홍영애숯불갈비,강원도 양양군 강현면 동해대로 3563,2018-11-01
988,강원특별자치도,양양군,한식,"생선회, 물회",흥미회집,강원도 양양군 손양면 수산 1길 47,2018-11-01
