"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","실험실면적","사업장구분명","영업소면적","위탁업체명","실험실지역코드","실험실우편번호","실험실산","실험실번지","실험실호","실험실통","실험실반","실험실특수주소","실험실특수주소동","실험실특수주소호","실험실도로명주소시군구코드","실험실도로명주소읍면동코드","실험실도로명주소읍면동구분","실험실도로명주소코드","실험실도로명특수주소","실험실도로명주소건물층구분","실험실도로명주소건물본번호","실험실도로명주소건물부번호","실험실도로명주소우편번호",
"111","환경측정대행업","09_30_17_P","6530000","642000008201400008","2014-11-26","","03","폐업","Q","폐업","","","","","","","","","강원특별자치도 원주시 상지대길 83, 505호 (우산동,상지대학교창업보육센터신관505호)","220-702","(주)세현에코텍","2022-01-13 14:35:33","I","2023-06-13 00:00:00","","282151.822954944","430257.366976729","0","측정대행업","0","","","","","","","","","","","","51130","5113011100","1","4457330","상지대하교창업보육센터신관306호","0","83","","220702",
"112","환경측정대행업","09_30_17_P","6530000","642000008201400009","2014-11-26","","03","폐업","Q","폐업","","","","","","","","","강원특별자치도 원주시 상지대길 83, 505호 (우산동,상지대학교창업보육센터신관505호)","220-702","(주)세현에코텍","2022-01-13 14:35:21","I","2023-06-13 00:00:00","","282151.822954944","430257.366976729","0","측정대행업","0","","","","","","","","","","","","51130","5113011100","1","4457330","상지대하교창업보육센터신관306호","0","83","","220702",
"113","환경측정대행업","09_30_17_P","6530000","642000008201400010","2021-10-12","","03","폐업","Q","폐업","","","","","","","26347","강원특별자치도 원주시 지정면 신평리 1126번지","강원특별자치도 원주시 지정면 청정로 80-1","26347","(주)알렉스분석시험소","2022-01-13 14:36:46","I","2023-06-13 00:00:00","","278740.864821739","431780.028130067","0","측정대행업","0","","5113033025","26347","0","1126","0","","","","","","51130","5113033025","0","3350409","","0","80","1","26347",
"114","환경측정대행업","09_30_17_P","6530000","642000008201400011","2014-11-27","","03","폐업","Q","폐업","","","","","","","210-801","강원특별자치도 강릉시 주문진읍 교항리  1207번지 [1207-6번지]","강원특별자치도 강릉시 주문진읍 농공단지길 28-4 ([1207-6번지])","","(주)세동이엔지","2022-01-13 14:33:32","I","2023-06-13 00:00:00","","360657.223678421","487127.974559443","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"115","환경측정대행업","09_30_17_P","6530000","642000008201400012","2014-12-01","","03","폐업","Q","폐업","","","","","","","220-926","강원특별자치도 원주시 호저면 주산리  1436번지","강원특별자치도 원주시 호저면 호저로 498","","(주)고려환경","2022-01-13 15:10:18","I","2023-06-13 00:00:00","","281691.15128908","435365.077543067","83","측정대행업","0","","5113032021","220926","1","1436","","","","","","","51130","5113032000","0","3219060","","0","498","","",
"116","환경측정대행업","09_30_17_P","6530000","642000008201400013","2019-03-06","","03","폐업","Q","폐업","2020-09-24","","","","","","269-802","강원특별자치도 철원군 갈말읍 군탄리  779번지 [779-3] 갈말농공단지 내","강원특별자치도 철원군 갈말읍 풍전길 44","269-802","(주)예스코이에스","2022-01-18 15:00:35","I","2023-06-13 00:00:00","","226835.565989817","517739.00304739","0","측정대행업","0","","5178025624","269802","1","779","","","","[779-3번지] 갈말농공단지 내","","","","","","","","","","","",
"117","환경측정대행업","09_30_17_P","6530000","642000008201500001","2019-05-30","","03","폐업","Q","폐업","2019-07-04","","","","","","24210","강원특별자치도 춘천시 동면 장학리 444-13","강원특별자치도 춘천시 동면 소양강로 326","24210","(주)이앤비","2020-06-29 13:10:30","I","2023-06-13 00:00:00","","265711.666996297","490604.001732294","0","측정대행업","0","","5111031023","24210","0","444","13","","","","","","51110","5111031023","0","3218022","","0","326","0","24210",
"118","환경측정대행업","09_30_17_P","6530000","642000008201500002","2015-01-16","","03","폐업","Q","폐업","","","","","","","210-801","강원특별자치도 강릉시 주문진읍 교항리  1207번지 [1207-6번지]","강원특별자치도 강릉시 주문진읍 농공단지길 28-4 ([1207-6번지])","","(주)세동이엔지","2022-01-13 14:33:20","I","2023-06-13 00:00:00","","360657.223678421","487127.974559443","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"119","환경측정대행업","09_30_17_P","6530000","642000008201500003","2015-02-17","","03","폐업","Q","폐업","","","","","","","220-912","강원특별자치도 원주시 판부면 서곡리  2011번지 -6번지","강원특별자치도 원주시 판부면 오성마을길 63-7","220-912","(주)영동환경이앤텍","2022-01-13 14:37:41","I","2023-06-13 00:00:00","","284028.975216268","424549.946849535","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"120","환경측정대행업","09_30_17_P","6530000","642000008201500004","2017-09-21","","03","폐업","Q","폐업","","","","","","","220-912","강원특별자치도 원주시 판부면 서곡리  2011번지 -6번지","강원특별자치도 원주시 판부면 오성마을길 63-7","220-912","(주)영동환경이앤텍","2022-01-13 14:37:31","I","2023-06-13 00:00:00","","284028.975216268","424549.946849535","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"121","환경측정대행업","09_30_17_P","6530000","642000008201500005","2015-02-24","","03","폐업","Q","폐업","","","","","","","210-801","강원특별자치도 강릉시 주문진읍 교항리  1207번지 [1207-6번지]","강원특별자치도 강릉시 주문진읍 농공단지길 28-4 ([1207-6번지])","","(주)세동이엔지","2022-01-13 14:33:05","I","2023-06-13 00:00:00","","360657.223678421","487127.974559443","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"122","환경측정대행업","09_30_17_P","6530000","642000008201500006","2015-02-27","","03","폐업","Q","폐업","","","","","","","","","강원특별자치도 원주시 상지대길 83, 505호 (우산동,상지대학교창업보육센터신관505호)","220-702","(주)세현에코텍","2022-01-13 14:35:08","I","2023-06-13 00:00:00","","282151.822954944","430257.366976729","0","측정대행업","0","","","","","","","","","","","","51130","5113011100","1","4457330","상지대하교창업보육센터신관306호","0","83","","220702",
"123","환경측정대행업","09_30_17_P","6530000","642000008201500007","2016-01-29","","03","폐업","Q","폐업","","","","","","","220-912","강원특별자치도 원주시 판부면 서곡리  2011번지 -6번지","강원특별자치도 원주시 판부면 오성마을길 63-7","220-912","(주)영동환경이앤텍","2022-01-13 14:37:19","I","2023-06-13 00:00:00","","284028.975216268","424549.946849535","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"124","환경측정대행업","09_30_17_P","6530000","642000008201500008","2015-03-16","","03","폐업","Q","폐업","","","","","","","220-934","강원특별자치도 원주시 관설동   634번지 3호","강원특별자치도 원주시 치악로 1351 (관설동)","","(주)선진환경","2022-01-13 14:31:26","I","2023-06-13 00:00:00","","286539.562056716","423342.277511088","120","측정대행업","0","","5113011600","220934","1","634","3","","","","","","51130","5113011600","1","3219054","","0","1351","","220180",
"125","환경측정대행업","09_30_17_P","6530000","642000008201500009","2015-03-16","","03","폐업","Q","폐업","","","","","","","220-912","강원특별자치도 원주시 판부면 서곡리  1987번지 5호 [1987-5번지, 1층]","강원특별자치도 원주시 판부면 매봉길 6-6","220-912","(주)이푸른환경기술","2022-01-13 14:40:04","I","2023-06-13 00:00:00","","283391.24025101","424772.209986642","0","측정대행업","0","","5113038022","220912","1","1987","5","","","[1987-5번지, 1층]","","","","","","","","","","","",
"126","환경측정대행업","09_30_17_P","6530000","642000008201500010","2015-04-03","","03","폐업","Q","폐업","","","","","","","220-842","강원특별자치도 원주시 흥업면 매지리  234번지","강원특별자치도 원주시 흥업면 무수막1길 44","","연세대학교 원주산학협력단","2022-01-13 14:51:16","I","2023-06-13 00:00:00","","281105.693982309","420333.536040056","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"127","환경측정대행업","09_30_17_P","6530000","642000008201500012","2015-04-28","","03","폐업","Q","폐업","","","","","","","240-807","강원특별자치도 동해시 천곡동   91번지 22호","강원특별자치도 동해시 감추7길 22 (천곡동)","240-807","(주)대진환경개발","2022-01-13 14:30:05","I","2023-06-13 00:00:00","","387403.377471277","447880.462338016","84.97","측정대행업","0","","5117010100","240807","1","91","22","","","","","","51170","5117010100","1","4463011","","0","22","","240807",
"128","환경측정대행업","09_30_17_P","6530000","642000008201500013","2015-04-29","","03","폐업","Q","폐업","","","","","","","220-926","강원특별자치도 원주시 호저면 주산리  1436번지","강원특별자치도 원주시 호저면 호저로 498","","(주)고려환경","2022-01-13 14:26:40","I","2023-06-13 00:00:00","","281691.15128908","435365.077543067","83","측정대행업","0","","5113032021","220926","1","1436","","","","","","","","","","","","","","","",
"129","환경측정대행업","09_30_17_P","6530000","642000008201500014","2016-08-05","","03","폐업","Q","폐업","","","","","","","","","강원특별자치도 원주시 방강골길 4, 3층 (태장동)","26318","(주)세현에코텍","2022-01-13 14:34:58","I","2023-06-13 00:00:00","","284171.433181694","431047.590525238","0","측정대행업","0","","","","","","","","","","","","51130","5113011200","1","4457236","","0","4","","26318",
"130","환경측정대행업","09_30_17_P","6530000","642000008202200001","2022-01-04","","03","폐업","Q","폐업","","","","","","","24456","강원특별자치도 춘천시 칠전동 603-7","강원특별자치도 춘천시 칠전동길 31-5(칠전동)","24456","아람기술이앤지(주)","2022-01-13 14:23:05","I","2023-06-13 00:00:00","","262877.004279535","482285.243609461","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"131","환경측정대행업","09_30_17_P","6530000","642000008202300024","2023-04-17","","03","폐업","Q","폐업","2024-10-02","","","","","","","강원특별자치도 춘천시 칠전동 261-8","강원특별자치도 춘천시 옛경춘로 487 (칠전동)","","(주)이앤비","2024-10-02 17:07:55","U","2024-10-04 02:40:00","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"132","환경측정대행업","09_30_17_P","6530000","642000008200800003","2014-07-01","","03","폐업","Q","폐업","","","","","","","220-934","강원특별자치도 원주시 관설동   634번지 3호","강원특별자치도 원주시 치악로 1351 (관설동)","","(주)선진환경","2022-01-13 14:31:37","I","2023-06-13 00:00:00","","286539.562056716","423342.277511088","120","측정대행업","0","","5113011600","220934","1","634","3","","","","","","51130","5113011600","1","3219054","","0","1351","","220180",
"133","환경측정대행업","09_30_17_P","6530000","642000008200800004","2014-06-18","","03","폐업","Q","폐업","","","","","","","220-842","강원특별자치도 원주시 흥업면 매지리  234번지","강원특별자치도 원주시 흥업면 무수막1길 44","","연세대학교 산학협력단","2022-01-13 14:51:32","I","2023-06-13 00:00:00","","281105.693982309","420333.536040056","131","측정대행업","0","","5113037022","220842","1","234","","","","","","","","","","","","","","","",
"134","환경측정대행업","09_30_17_P","6530000","642000008200800005","2010-09-14","","03","폐업","Q","폐업","2022-01-23","","","","","","210-801","강원특별자치도 강릉시 주문진읍 교항리  1207-번지 6호","강원특별자치도 강릉시 주문진읍 농공단지길 28-32","210-803","폐업 임시 지정 - (주)대성환경건설","2022-01-23 13:39:27","I","2023-06-13 00:00:00","","360487.917334175","486867.906205672","0","측정대행업","0","","5115025022","210801","1","1207-","6","","","","","","","","","","","","","","",
"135","환경측정대행업","09_30_17_P","6530000","642000008200800006","2011-07-25","","03","폐업","Q","폐업","2019-07-04","","","","","","","강원특별자치도 춘천시 동면 장학리 444-13","","","(주)이앤비","2020-06-29 13:11:52","I","2023-06-13 00:00:00","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"136","환경측정대행업","09_30_17_P","6530000","642000008200800007","2010-01-26","","03","폐업","Q","폐업","2011-04-08","","","","","","200-959","강원특별자치도 춘천시 후평1동   734번지 19호","강원특별자치도 춘천시 삭주로 196 (후평동)","","(주)청솔환경건설","2022-01-18 15:05:33","I","2023-06-13 00:00:00","","266086.498127332","487368.018950843","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"137","환경측정대행업","09_30_17_P","6530000","642000008200800008","2013-11-19","","03","폐업","Q","폐업","","","","","","","220-100","강원특별자치도 원주시 단계동","강원특별자치도 원주시 원문로 341, 2층 (단계동)","220-100","(주)삼성환경엔지니어링","2022-01-13 14:30:51","I","2023-06-13 00:00:00","","281301.294422979","429027.208388737","0","측정대행업","0","","5113011000","220100","1","","","","","","","","51130","5113011000","1","3219041","","0","341","","220100",
"138","환경측정대행업","09_30_17_P","6530000","642000008200900001","2010-10-13","","03","폐업","Q","폐업","","","","","","","200-170","강원특별자치도 춘천시 퇴계동   889번지 [889-6번지]","강원특별자치도 춘천시 공원4길 9 (퇴계동,[889-6번지])","","대한환경보건연구소","2022-01-13 14:49:25","I","2023-06-13 00:00:00","","263725.441445011","484489.764418341","0","측정대행업","0","","5111012300","200170","1","889","","","","[889-6번지]","","","","","","","","","","","",
"139","환경측정대행업","09_30_17_P","6530000","642000008200900002","2014-07-09","","03","폐업","Q","폐업","","","","","","","220-912","강원특별자치도 원주시 판부면 서곡리  2011번지 -6번지","강원특별자치도 원주시 판부면 오성마을길 63-7","220-912","(주)영동환경이앤텍","2022-01-13 14:38:10","I","2023-06-13 00:00:00","","284028.975216268","424549.946849535","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"140","환경측정대행업","09_30_17_P","6530000","642000008200900003","2009-02-11","","03","폐업","Q","폐업","","","","","","","","원주 판부면 서곡리 2020-3 대영빌딩 1~2층","","","임대규","2022-01-13 14:59:33","I","2023-06-13 00:00:00","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"141","환경측정대행업","09_30_17_P","6530000","642000008200900004","2008-04-07","","03","폐업","Q","폐업","2022-01-23","","","","","","","강릉시 주문진읍 교항리 1207-6","","","폐업 임시 지정 - 대한환경보전연구소(주)","2022-01-23 13:41:21","I","2023-06-13 00:00:00","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"142","환경측정대행업","09_30_17_P","6530000","642000008201000001","2014-03-06","","03","폐업","Q","폐업","","","","","","","","강원특별자치도 강릉시 주문진읍 교항리 1207-6번지","","","세동이엔지(주)","2022-01-13 14:34:22","I","2023-06-13 00:00:00","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"143","환경측정대행업","09_30_17_P","6530000","642000008201000002","2013-12-26","","03","폐업","Q","폐업","","","","","","","210-801","강원특별자치도 강릉시 주문진읍 교항리  1207번지 [1207-6번지]","강원특별자치도 강릉시 주문진읍 농공단지길 28-4 ([1207-6번지])","","(주)세동이엔지","2022-01-13 14:33:55","I","2023-06-13 00:00:00","","360657.223678421","487127.974559443","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"144","환경측정대행업","09_30_17_P","6530000","642000008201100001","2014-05-21","","03","폐업","Q","폐업","","","","","","","220-912","강원특별자치도 원주시 판부면 서곡리  1987번지 5호 [1987-5번지, 1층]","강원특별자치도 원주시 판부면 매봉길 6-6","220-912","(주)이푸른환경기술","2022-01-13 14:40:15","I","2023-06-13 00:00:00","","283391.24025101","424772.209986642","0","측정대행업","0","","5113038022","220912","1","1987","5","","","[1987-5번지, 1층]","","","","","","","","","","","",
"145","환경측정대행업","09_30_17_P","6530000","642000008201100002","2012-01-02","","03","폐업","Q","폐업","","","","","","","210-821","강원특별자치도 강릉시 강동면 모전리  43번지 3호 [43-3]","강원특별자치도 강릉시 강동면 임곡로 234","210-824","에러","2022-01-13 14:50:36","I","2023-06-13 00:00:00","","375350.271375935","469686.434951451","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"146","환경측정대행업","09_30_17_P","6530000","642000008201500017","2015-05-26","","03","폐업","Q","폐업","","","","","","","220-926","강원특별자치도 원주시 호저면 주산리  1436번지","강원특별자치도 원주시 호저면 호저로 498","","(주)고려환경","2022-01-13 14:26:16","I","2023-06-13 00:00:00","","281691.15128908","435365.077543067","83","측정대행업","0","","5113032021","220926","1","1436","","","","","","","","","","","","","","","",
"147","환경측정대행업","09_30_17_P","6530000","642000008201500018","2015-06-19","","03","폐업","Q","폐업","","","","","","","220-912","강원특별자치도 원주시 판부면 서곡리  1987번지 5호 [1987-5번지, 1층]","강원특별자치도 원주시 판부면 매봉길 6-6","220-912","(주)이푸른환경기술","2022-01-13 14:39:42","I","2023-06-13 00:00:00","","283391.24025101","424772.209986642","0","측정대행업","0","","5113038022","220912","1","1987","5","","","[1987-5번지, 1층]","","","","","","","","","","","",
"148","환경측정대행업","09_30_17_P","6530000","642000008201500019","2015-07-10","","03","폐업","Q","폐업","","","","","","","220-934","강원특별자치도 원주시 관설동   634번지 3호","강원특별자치도 원주시 치악로 1351 (관설동)","","(주)선진환경","2022-01-13 14:31:16","I","2023-06-13 00:00:00","","286539.562056716","423342.277511088","120","측정대행업","0","","5113011600","220934","1","634","3","","","","","","51130","5113011600","1","3219054","","0","1351","","220180",
"149","환경측정대행업","09_30_17_P","6530000","642000008201100003","2013-11-13","","03","폐업","Q","폐업","","","","","","","210-821","강원특별자치도 강릉시 강동면 모전리  43번지 3호 [43-3번지]","강원특별자치도 강릉시 강동면 임곡로 234","210-821","(주)대영환경","2022-01-13 14:29:41","I","2023-06-13 00:00:00","","375350.271375935","469686.434951451","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"150","환경측정대행업","09_30_17_P","6530000","642000008201100004","2012-12-21","","03","폐업","Q","폐업","","","","","","","220-702","강원특별자치도 원주시 우산동  660번지 상지대학교 창업보육센터 506호(신관)","강원특별자치도 원주시 상지대길 83, 0동 (우산동,상지대학교창업보육센터506호(신관))","220-702","(주)알렉스분석시험소","2022-01-13 14:36:56","I","2023-06-13 00:00:00","","282151.822954944","430257.366976729","0","측정대행업","0","","5113011100","220702","1","660","","","","상지대학교 창업보육센터 506호(신관)","","","51130","5113011100","1","4457330","상지대학교창업보육센터506호(신관)","0","83","","220702",
"151","환경측정대행업","09_30_17_P","6530000","642000008201300001","2013-01-11","","03","폐업","Q","폐업","2021-03-19","","","","","","220-912","강원특별자치도 원주시 판부면 서곡리  2020번지 3호","강원특별자치도 원주시 판부면 오성마을길 57-13","","(주)대영지오발파엔지니어링","2021-03-19 18:00:13","I","2023-06-13 00:00:00","","284057.226930456","424487.42916004","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
